address,flag,minTimeBetweenSentTnx,maxTimeBetweenSentTnx,avgTimeBetweenSentTnx,minTimeBetweenRecTnx,maxTimeBetweenRecTnx,avgTimeBetweenRecTnx,lifetime,sentTransactions,receivedTransactions,createdContracts,Average_of_numUniqSentAddress,Average_of_numUniqRecAddress,minValSent,maxValSent,avgValSent,minValReceived,maxValReceived,avgValReceived,totalTransactions,totalEtherSent,totalEtherReceived,totalEtherBalance,activityDays,dailyMax,ratioRecSent,ratioSentTotal,ratioRecTotal,giniSent,giniRec,txFreq,stdBalanceEth
0x35f5c0656a70303f1ce82cdee9c00474be5015e6,1,0,0,0,1714,1581895626,269026359.7,381,1,6,0,1,6,9.391676,9.391676,9.391676,0.015,3.007,1.202167,7,9.39167571,7.213,-2.17867571,3,5,3,0.125,0.75,0,0.358865907,0.018372703,3.56259362
0x35f8753c2e492ae0200ddea40404f01178a7744a,1,0,0,0,0,0,0,5,1,1,0,1,1,0.999943,0.999943,0.999943,1,1,1,2,0.9999433,1,0.0000567,2,1,0.5,0.333333333,0.333333333,0,0,0.4,0.49997165
0x360a1a7917d606f08017401751b640e65586d5df,1,0,0,0,11,1572400130,98277177,18,1,16,0,1,16,12.95519,12.95519,12.95519,0.133922,2.4,0.809712,17,12.95518966,12.95539966,0.00021,2,16,8,0.055555556,0.888888889,0,0.276822798,0.944444444,4.28524831
0x360afd243e134894726f5e10f1bc9fcc49100d99,0,146,314,230,0,0,0,1,2,1,0,2,1,0,0.006274,0.003137,0.009884,0.009884,0.009884,3,0.006273982,0.009884,0.003610018,1,3,0.333333333,0.5,0.25,0.499984062,0,3,0.002957583
0x3610d80ef3e2ca614b940a43b8b3add4fd09a61b,1,0,0,0,48,50129,5565.105263,2,0,19,1,0,6,0,0,0,0,0,0,20,0,0,0,2,18,19,0,0.904761905,0,5.87E-18,10,0
0x3614e0bba4679c95daa45201821cd212f9164205,1,0,0,0,7361,1525031893,508489676.3,6,1,3,0,1,3,2.58916,2.58916,2.58916,0.5,1.1,0.863333,4,2.58916,2.59,0.00084,4,1,1.5,0.2,0.6,0,0.154440137,0.666666667,0.932730686
0x361fda7524aad771190e68b891387ad0aa19cf28,0,43,618,330.5,0,0,0,1,2,1,0,2,1,0,0.005916,0.002958,0.00825,0.00825,0.00825,3,0.005915792,0.00825,0.002334208,1,3,0.333333333,0.5,0.25,0.499983097,0,3,0.002788731
0x36212ebb7513604f7dcf560908934eb49f9cc950,1,0,86462,5177.095238,114,1501260895,115517295.2,6,21,13,0,18,10,0,266,12.770167,0.093259,255,20.629712,34,268.1735094,268.1862562,0.012746853,6,23,0.590909091,0.6,0.371428571,0.950446512,0.904009571,5.666666667,129.1190544
0x362291375bd3fc2ff0f928184bd6f373f92dea57,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0005,0.0005,0.0005,1,0,0.0005,0.0005,1,1,1,0,0.5,0,0,1,0
0x362bc847a3a9637d3af6624eec853618a43ed7d2,0,0,0,0,0,35379,678.867487,79,0,9999,1,0,6723,0,0,0,0,11.006454,0.001736,10000,0,17.36292454,17.36292454,79,1132,9999,0,0.99980002,0,0.999746295,126.5822785,3.563716661
0x362dcf0f160293c15933eae643386fc63d3eec49,0,0,849305,43679.864,19754,1655474757,165659791.1,77,125,10,0,67,3,0,0.48,0.009395,0.012,0.48,0.1045,135,1.17440249,1.045,-0.12940249,69,10,0.079365079,0.919117647,0.073529412,0.944556703,0.565836779,1.753246753,0.131038931
0x362f1d7c705f0d8f38786b4d6efd6ecc54199be6,1,0,0,0,0,0,0,6,1,1,0,1,1,1.499517,1.499517,1.499517,1,1,1,2,1.499517,1,-0.499517,2,1,0.5,0.333333333,0.333333333,0,0,0.333333333,0.7497585
0x3639b8b8eda816b2cb62b65159a183972a3cf863,1,0,0,0,168,1508328323,151135086.6,149,1,10,0,1,10,93.518189,93.518189,93.518189,0.29863,51,9.351863,11,93.5181888,93.5186298,0.000441,4,8,5,0.083333333,0.833333333,0,0.681588606,0.073825503,23.95993874
0x363fd460339d11f7cea5ba52791527736d52bde9,0,213,42275,21244,4777,1654947929,59354471.14,82,2,28,0,2,6,0.20522,0.673204,0.439212,0.005,0.25,0.032306,30,0.87842388,0.904574198,0.026150318,30,1,9.333333333,0.064516129,0.903225806,0.266377102,0.505439806,0.365853659,0.205833376
0x36438b5c6071df063d7f0e9d8896c6c19b7c5e69,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0.010078,0.010078,0.010078,2,0,0.01007819,0.01007819,1,2,0.5,0.333333333,0.333333333,0,0,2,0
0x3645c3446a7a4c974ceb55359b78fe48c40957b5,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.002772,0.002772,0.002772,1,0,0.002772,0.002772,1,1,1,0,0.5,0,0,1,0
0x3649df99c1f62051ec7b9b64007729166a6e885c,0,414,597,505.5,1440,1658259725,207357041.5,7,2,8,0,2,2,0.372724,0.666608,0.519666,0.007038,0.564648,0.133707,10,1.039332178,1.069654239,0.030322061,7,3,2.666666667,0.181818182,0.727272727,0.141380839,0.555529777,1.428571429,0.209760942
0x364c828ee171616a39897688a831c2499ad972ec,0,0,0,0,0,49604,605.512951,71,0,9999,1,0,6438,0,0,0,0,1.2,0.07202,10000,0,720.12801,720.12801,71,3599,9999,0,0.99980002,0,0.878949688,140.8450704,188.0020196
0x364d4a5d4efbfdf9a6b350d6c061ae2ccebad207,0,0,0,0,4039,1658259391,829131715,1,1,2,0,1,2,0.319956,0.319956,0.319956,0.06322,0.257412,0.160316,3,0.319955663,0.320632,0.000676337,1,3,1,0.25,0.5,0,0.302826728,3,0.138461496
0x3657f33ad20e7c1e7fb221e98a5ce41d11bae52a,1,0,0,0,7480,1641424341,547149640,90,1,3,0,1,3,0.748743,0.748743,0.748743,0.25,0.25,0.25,4,0.748742641,0.75,0.001257359,2,3,1.5,0.2,0.6,0,0,0.044444444,0.279086979
0x3666f603cc164936c1b87e207f36beba4ac5f18a,0,0,0,0,0,339393,1122.267527,130,0,9999,1,0,4027,0,0,0,0,0.020635,0.000002,10000,0,0.0206351,0.0206351,130,360,9999,0,0.99980002,0,0.953687834,76.92307692,0.009025131
0x36674c2c778f2820170595bdc69aa5ff6d0ba104,1,481,3209787,805171.75,2075,1527990700,305978214.8,60,4,5,0,4,5,0.002356,0.994431,0.621356,0.00226,1,0.498452,9,2.485422878,2.49226045,0.006837572,8,2,1,0.4,0.5,0.348792608,0.321873053,0.15,0.405387227
0x366cbe13dbbea063dcc7a57a67a2be6c367835e9,0,43,618,290.846154,87391,1657841487,237421173.3,48,13,7,0,2,3,0,0.00861,0.002509,0.001329,0.0105,0.005904,20,0.032610998,0.041329328,0.00871833,18,3,0.5,0.619047619,0.333333333,0.623862086,0.280059372,0.416666667,0.00332441
0x3671dc3f56fcc4f3bee917e9beb8acc3f80656ee,0,0,671576,24282.34434,0,1641427766,15881224.55,238,424,104,0,109,28,0,0.839,0.031488,0,0.6,0.071754,528,13.35082624,7.462430524,-5.888395721,236,34,0.244705882,0.801512287,0.196597353,0.798643005,0.655576932,2.218487395,1.711463219
0x36794518b3ef84c4b1a40af9540a03292f692c38,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0x367c0c16a6d968446855e74558774aa569ba0c6a,0,16,1326501,78204.82857,43,1616458982,37057122.7,512,385,44,0,11,9,0,0.3,0.006382,0.006524,0.450608,0.120142,429,2.457,5.28624016,2.82924016,371,6,0.113989637,0.895348837,0.102325581,0.968521049,0.300679273,0.837890625,0.670396675
0x3681828da105fc3c44e212f6c3dc51a0a5a6f5c6,1,0,9345238,380658.1628,0,1503077775,29145255.36,672,43,53,0,34,45,0,1084.5,25.257029,0,236.061489,20.492319,96,1086.052264,1086.092911,0.040646605,42,37,1.204545455,0.443298969,0.546391753,0.976600092,0.85217411,0.142857143,402.8214741
0x3681e95e82dcf59dcf51acbdbf8c0fe4347a04d8,0,90,475,282.5,0,0,0,1,2,1,0,2,1,0,0.006645,0.003322,0.00825,0.00825,0.00825,3,0.006644703,0.00825,0.001605297,1,3,0.333333333,0.5,0.25,0.499984951,0,3,0.003132343
0x3683ed5a996c11d0eb4d47c9bff077772644ac62,1,190,4693368,398561.9333,794,1521118257,109139689.7,149,15,14,0,5,12,0.009804,2.45,0.888206,0,3.9156,0.951799,29,13.32308764,13.32518974,0.002102104,26,3,0.875,0.5,0.466666667,0.411685536,0.584043297,0.194630872,1.114586863
0x368b04c943161febd18aa596b657a8db22031957,1,0,0,0,2940,1543192067,771597503.5,161,1,2,0,1,2,2.009139,2.009139,2.009139,1,1.01,1.005,3,2.009139,2.01,0.000861,2,2,1,0.25,0.5,0,0.002487562,0.01863354,0.820231557
0x368be389ce940bf17c3296344086e368bc4c60f3,1,2636,314434,143278.25,1713,1525616958,127168885.7,12,4,12,0,4,12,0.01487,4,1.100431,0.000002,1,0.367837,16,4.40172239,4.414041888,0.012319498,9,5,2.4,0.235294118,0.705882353,0.691666057,0.44527505,1.333333333,1.611558449
0x3690c2cf54c6c1d9a34c7201c436fbb8780602ab,0,1174,620153,156624.75,179578,1635866706,44890871.05,298,4,37,0,1,1,0.733973,0.821238,0.781365,0.096522,0.099943,0.098716,41,3.12546,3.652500393,0.527040393,41,1,7.4,0.095238095,0.880952381,0.022074028,0.005375445,0.137583893,0.247198461
0x36941838db0d292ff88496bf07495b15d8720552,1,194,24309126,3114070.333,748815,1542585855,515382896,474,12,3,0,11,3,0,114.766467,13.462923,6.760626,114.8,53.853542,15,161.5550788,161.5606258,0.005547086,13,3,0.230769231,0.75,0.1875,0.861775518,0.445815612,0.03164557,35.56576945
0x369e0f322254eb8ca32b8966333dce56ae51ac25,0,99,941643,289706.1,0,0,0,34,10,1,0,3,1,0,0.019,0.002181,0.03008,0.03008,0.03008,11,0.02181303,0.030079963,0.008266934,9,3,0.090909091,0.833333333,0.083333333,0.874167728,0,0.323529412,0.00749155
0x36a41f9a142d0d94e9c9cf0def01da0a0eccebb0,0,0,23383,1371.5209,0,1636992062,170936.3515,230,311,9690,0,50,2840,0,50,5.019517,0,39.997102,0.161835,10001,1561.069671,1568.1838,7.114129066,230,130,31.05769231,0.031093781,0.968806239,0.712641147,0.72620878,43.4826087,154.8042025
0x36a454aef52938c8637cd4689b2980c1cfd43389,0,0,1136834,6639.234644,0,1573394095,655923.7098,821,9947,2436,0,2,4,0,0,0,0,34.995663,0.187284,12383,3.55E-11,456.2230022,456.2230022,821,279,0.244873341,0.803213824,0.196705426,3.30E-08,0.986567791,15.08282582,152.9073944
0x36a4d449214d544bca2379332055fd7deee761b9,0,21230,146007,65647.66667,38421,1658075274,829056847.5,3,3,2,0,2,2,0,0,0,0.002,0.002356,0.002178,5,0,0.00435603,0.00435603,3,3,0.5,0.5,0.333333333,0,0.040864463,1.666666667,0.001154214
0x36ab75710650754c32e4850d2ad050849ebb5899,0,0,334602,2706.768305,0,1625153408,4521846.014,334,9642,360,0,1270,50,0,16,0.107028,0,9,0.398349,10002,1031.96644,143.4056626,-888.5607775,334,285,0.03733278,0.963910827,0.035989203,0.877001716,0.639369516,29.94610778,279.338346
0x36ad81f8609ee23c80a996de711b6d8e9d78a752,0,0,3432310,191030.125,92,1637440822,63264667.85,281,88,26,0,27,6,0,3.793823,0.310633,0.057007,2.639602,0.622842,114,27.33566908,16.19390018,-11.1417689,109,6,0.292134831,0.765217391,0.226086957,0.695618471,0.480864793,0.40569395,5.110641744
0x36b64bb5b3850c1a412f422f36ab30c11b6b94b3,1,0,0,0,14,1563904451,82315003.05,492,1,19,0,1,19,10.987572,10.987572,10.987572,0.01,3.203687,0.578402,20,10.98757165,10.98962965,0.002058,2,19,9.5,0.047619048,0.904761905,0,0.6699476,0.040650407,4.515004588
0x36bb0e89f241370a01ef4a00df07577d499a94b9,1,38,1249610,74144.23529,573,1511279176,302261249.6,15,17,5,0,15,4,0,75.387932,4.728702,0.1,51.5,16.082755,22,80.38793156,80.41377442,0.025842862,15,5,0.277777778,0.739130435,0.217391304,0.933858993,0.635107824,1.466666667,28.30769141
0x36bc1c7b90e11c67c4b6e320d92c942ea31a10c9,0,0,59594,1651.559666,158,1648311461,35072194.79,160,8271,47,0,2,2,0,0.02,0.000002,0.014,0.5,0.284147,8318,0.02,13.35492523,13.33492523,160,101,0.005681818,0.994230076,0.005649718,0.960171215,0.335133389,51.9875,3.91562167
0x36c1b8862d98681573e4e8c4537f065b7e63519e,0,0,263620,47900.4026,2570,1658153418,276392058,45,77,6,0,5,3,0,0.32,0.020818,0.002,0.05,0.024694,83,1.603,0.14816599,-1.45483401,40,13,0.076923077,0.916666667,0.071428571,0.838051244,0.423134066,1.844444444,0.611407293
0x36c3ba35102087148a04b32fcdd59c4ffd76b04f,0,0,1205,361.125,18,1658257036,552752419.7,1,8,3,0,5,3,0,0.15,0.041171,0,0.3,0.12036,11,0.329368181,0.361079419,0.031711238,1,10,0.333333333,0.666666667,0.25,0.648248864,0.553894305,11,0.076659154
0x36d2dc663364f8eac6dd560ba7fc2adc56e6c87e,1,1095,94629,35786,0,1577519477,65853570.42,39,10,24,0,5,14,0.002458,0.0325,0.017042,0,0.03,0.006513,34,0.170424475,0.1563,-0.014124475,32,3,2.181818182,0.285714286,0.685714286,0.339074577,0.493727757,0.871794872,0.009982821
0x36d3581f76e1d57432c6dcf8309dc6dd39802d99,0,0,0,0,0,47293,828.70151,51,0,5233,1,0,4,0,0,0,0,0,0,5234,0,0,0,51,201,5233,0,0.999617956,0,8.11E-17,102.627451,0
0x36d45641a98d5fb79df493ffed47e1a9705b8bb9,0,1881,470401,84612.81818,187,1644693865,4741646.683,194,22,350,0,2,10,0,9.228927,2.908173,0.001201,0.607291,0.187372,372,63.97979543,65.58011891,1.600323478,187,18,15.2173913,0.058981233,0.938337802,0.496404206,0.355708032,1.917525773,1.997058
0x36db23fd8e0fabb300ba95bfdf4a0f20b05eebfb,1,8,151833462,2870641.291,93,1498362156,83301542.89,1840,55,18,7,13,16,0,249,10.33994,0.044707,100,10.877039,80,568.6966941,195.786707,-372.9099871,18,32,0.321428571,0.679012346,0.222222222,0.947658054,0.836447081,0.043478261,182.685459
0x36e1717052a6e95a1d38067355e374e428409b5e,0,0,0,0,0,0,0,1,1,1,0,1,1,0.008593,0.008593,0.008593,0.01,0.01,0.01,2,0.008593,0.01,0.001407,1,2,0.5,0.333333333,0.333333333,0,0,2,0.0042965
0x36ec53a8fba6358d59b3c4476d82cc60a2b0fad7,1,24,18831293,1518976,849,1524521919,305191765,263,14,5,0,6,4,0,55.2,7.360375,0.199139,55.322361,16.799631,19,103.0452567,83.99815702,-19.04709968,14,6,0.333333333,0.7,0.25,0.772886931,0.595034183,0.072243346,14.01654245
0x36f93e323d4a9dd3236db1b8ae03247b9775c1c0,0,84402,105770,95086,156229,1658259698,829207963.5,5,2,2,0,1,2,0.003127,0.007857,0.005492,0.005395,0.008046,0.006721,4,0.010984812,0.013441812,0.002457,3,2,0.666666667,0.4,0.4,0.215297299,0.098611982,0.8,0.003251273
0x36f9692ee2f83f3c5c3ec6cede192da7f53eb0aa,0,1079,1658227148,184667713.3,0,0,0,44,9,0,0,3,0,0,1.095,0.331272,0,0,0,9,2.98145225,0,-2.98145225,3,7,0,0.9,0,0.598149448,0,0.204545455,1.223200227
0x3709066f0b665a458bae216996e58e39eaa4329c,1,54,25543889,3657576.286,0,1585574064,31700708.08,658,7,51,0,5,44,0.197522,108.585406,52.31365,0,100,6.964692,58,366.1955482,355.1993072,-10.996241,8,27,6.375,0.118644068,0.86440678,0.479039888,0.525626966,0.088145897,97.75124322
0x370dc86039e6f02aa34161c8e555bc14014cc595,0,212,704,342.833333,599,1607026847,55277474.37,594,30,30,0,1,3,0.010378,0.232442,0.104235,0.014704,0.232841,0.105659,60,3.12705637,3.16977043,0.04271406,59,2,0.967741935,0.491803279,0.491803279,0.406772684,0.39876911,0.101010101,0.080300545
0x3715b1ed9bbd5e165af97619b5c5e13e39f55504,1,0,0,0,154,1519766489,66082407.17,85,1,23,0,1,23,19.874192,19.874192,19.874192,0.004709,4,0.864112,24,19.87419248,19.87457047,0.000377992,3,15,11.5,0.04,0.92,0,0.459107135,0.282352941,6.694498889
0x371850498d1bd60d67110d1d046ffabc10f957ec,1,0,0,0,102471,9284450,2373361.2,138,0,5,1,0,3,0,0,0,0,0,0,6,0,0,0,6,1,5,0,0.714285714,0,0,0.043478261,0
0x3720bfe8fb7d9d05075bd03607818ce00cfd303b,1,0,2104460,134178.7059,1,1646973526,58822500.96,80,51,28,0,47,25,0,30,0.64676,0.33,1.65,0.459643,79,32.98475849,12.87,-20.11475849,18,56,0.538461538,0.6375,0.35,0.974495673,0.231684931,0.9875,10.90876082
0x3731ee38b675d83b61cff716d4530cdd11f02812,1,0,0,0,1418,1602575592,400650842,1,1,4,0,1,4,95.665837,95.665837,95.665837,5.011815,50,23.916716,5,95.66583685,95.66686585,0.001029,1,5,2,0.166666667,0.666666667,0,0.429379339,5,34.29374802
0x37430150a947a5640753d7d306a5b64a5a3184bf,0,0,0,0,0,819083,2656.04791,31,0,981,1,0,678,0,0,0,0,0.02,0.00002,982,0,0.0201,0.0201,12,735,981,0,0.997965412,0,0.994118597,31.67741935,0.002694561
0x3758c63193212c5d9fad52650ba581b18a2356bc,0,0,83622393,11510499.21,0,0,0,1866,14,1,0,13,1,0,0.23,0.096059,1.283015,1.283015,1.283015,15,1.344822818,1.28301472,-0.061808098,15,1,0.066666667,0.875,0.0625,0.486653964,0,0.008038585,0.442117015
0x375f33c8e8287f5faa2e4195673b078979e77a08,0,182,208,195,357461,1657901570,829129515.5,5,2,2,0,1,2,0.03866,0.046342,0.042501,0.040907,0.04611,0.043509,4,0.085002147,0.087017357,0.00201521,3,2,0.666666667,0.4,0.4,0.045184361,0.029894905,0.8,0.0214133
0x376d01e1388bd0a43b5fae2bcd48540020260f5c,0,81,245,175.125,115,1650603738,103782437.8,115,16,16,0,1,1,0.098926,6.690218,3.120865,0.1,6.691053,3.121907,32,49.9338382,49.95051468,0.016676478,29,4,0.941176471,0.484848485,0.484848485,0.302989539,0.302870028,0.27826087,1.960173702
0x376f7a6f63ac2f19a6e18fc1cf32a31a3c116d67,0,41,3633266,765769.2963,42,1638933530,273166925.7,241,27,6,0,14,1,0,0,0,0.03,3.2,0.576,33,0,3.456,3.456,32,2,0.214285714,0.794117647,0.176470588,1.16E-17,0.77411252,0.136929461,1.18388216
0x37761568af636f074595bce8ed20dd5b404ed798,1,2126,33182,17654,84,1521615704,89515104.18,3,2,17,0,1,15,1,21.815093,11.407546,0.39,5,1.342166,19,22.81509298,22.81681498,0.001722,3,12,5.666666667,0.1,0.85,0.456169362,0.533490728,6.333333333,8.8844613
0x37769ad81eccd5f454d8a6ca75321d0e174cd939,0,0,0,0,976,1658259564,829130270,1,0,2,0,0,2,0,0,0,0.001,0.951753,0.476376,2,0,0.952753,0.952753,1,2,2,0,0.666666667,0,0.498950305,2,0.4758765
0x3776e7f0497191eba7389b0c0d44b95d859f2826,0,109,351,230,0,0,0,1,2,1,0,2,1,0,0.005979,0.002989,0.009884,0.009884,0.009884,3,0.005978713,0.009884,0.003905287,1,3,0.333333333,0.5,0.25,0.499983275,0,3,0.002818392
0x3784d3526be7cf85b33203ed3cbc7ad0414b2d5b,1,0,0,0,0,0,0,1,1,1,0,1,1,86.639678,86.639678,86.639678,86.645678,86.645678,86.645678,2,86.6396776,86.6456776,0.006,1,2,0.5,0.333333333,0.333333333,0,0,2,43.3198388
0x3784f969862189529bbc198735a46fded1bc06d3,1,428,781,655.6,92566,1520353843,304928253,50,5,5,0,5,4,0.030035,2.304397,0.745764,0.030245,2.305237,0.746478,10,3.728821841,3.732391841,0.00357,7,2,0.833333333,0.454545455,0.454545455,0.608274072,0.607827298,0.2,0.732856164
0x378a15a46596b1c5e21543caed003e4e628d0943,0,0,0,0,2562809,1617253683,150750876.3,475,0,11,0,0,1,0,0,0,0.007188,0.016161,0.01135,11,0,0.124854393,0.124854393,11,1,11,0,0.916666667,0,0.090394694,0.023157895,0.035877828
0x378a9b0466978224249c6b6ccb26194eb65c1d1d,1,0,0,0,24104,1594910757,797467430.5,1,1,2,0,1,2,69.17585,69.17585,69.17585,0.1,69.07669,34.588345,3,69.17585,69.17669,0.00084,1,3,1,0.25,0.5,0,0.498554425,3,32.58646133
0x378ba9b73309be80bf4c2c027aad799766a7ed5a,0,0,0,0,0,532898,1321.320632,153,0,9999,1,0,2478,0,0,0,0,0,0,10000,0,0,0,153,533,9999,0,0.99980002,0,0,65.35947712,0
0x379929a0a18935fde281c5a354577dc3497ca771,0,109,11490127,1926153.75,19762,1639710388,274367524.8,254,8,6,0,2,2,0,0.002999,0.000375,0.002478,0.007244,0.004515,14,0.002999309,0.027089066,0.024089757,9,6,0.666666667,0.533333333,0.4,0.874766675,0.20062284,0.05511811,0.00838797
0x379ce20c018fb6301c1872c429ec7270ffa4dc5b,1,46,683,256.25,0,0,0,1,8,1,0,2,1,0,0.08,0.01,0.09,0.09,0.09,9,0.08,0.09,0.01,1,9,0.111111111,0.8,0.1,0.87499125,0,9,0.025141574
0x379e2308268554dc930c235ca6b6258920898cce,1,145598,1552265039,517695497.7,1159,5312808,3212570.333,122,3,3,0,1,2,0.399979,1.699895,1.033263,0.4,1,0.7,6,3.09979,2.1,-0.99979,6,1,0.75,0.428571429,0.428571429,0.27957074,0.190476163,0.049180328,0.638757929
0x37a8c55f6860e19f353686f5dd9c603adb8448b6,1,67,4141874,946799,195,1529242260,95583956.69,100,9,16,0,5,14,0.5,11.545327,3.743925,0.001164,18.338727,2.106442,25,33.6953267,33.7030757,0.007749,11,15,1.6,0.346153846,0.615384615,0.478347276,0.673925425,0.25,10.83189075
0x37aa4282ddd54fc970bd4bf3a7f7897bbc14464f,0,31,1646672447,91698195.22,5,7408942,1151061.429,139,18,7,0,10,5,0,1.88,0.363771,0.015924,0.998,0.363081,25,6.54787227,2.541567131,-4.006305138,24,2,0.368421053,0.692307692,0.269230769,0.737684507,0.541576711,0.179856115,0.791023357
0x37b1f476f98cad507c75a788a95fcf8fee4f6ddf,0,6999,7914610,1370330.333,4439,1623809649,11250205.15,443,6,147,0,1,5,0.86465,2.213696,1.290284,0.009598,0.158393,0.053348,153,7.74170107,7.842194875,0.100493805,153,1,21,0.038961039,0.954545455,0.20039762,0.254940481,0.34537246,0.77096695
0x37bc7498f4ff12c19678ee8fe19d713b87f6a9e6,0,0,0,0,0,430670,575.081908,67,0,9999,1,0,38,0,0,0,0,0,0,10000,0,0,0,67,580,9999,0,0.99980002,0,0,149.2537313,0
0x37c556b887926cfa9374be162f09933ae2f6b2e9,0,914172,1359570,1136871,111143,1614997100,53539251.74,544,2,31,0,1,3,0.521909,1.261961,0.891935,0.046141,0.10415,0.060762,33,1.783869664,1.883607422,0.099737758,33,1,10.33333333,0.058823529,0.911764706,0.207428892,0.157392851,0.060661765,0.40599153
0x37c81cc9ff71d0f97849a947bf22e8e529b72230,1,0,1903184,41208.75758,21,1507845249,58034871.27,44,66,26,0,47,22,0,82,1.30697,0.079358,23.574762,3.324544,92,86.26,86.43813492,0.17813492,28,26,0.388059701,0.709677419,0.279569892,0.98288465,0.592292001,2.090909091,27.81673919
0x37c85a7523b1832b4d0380b2f513e88b66e8c850,1,0,0,0,0,1519648572,23380623.48,11,1,65,0,1,44,53.414528,53.414528,53.414528,0.009138,6.198419,0.82023,66,53.41452759,53.31494759,-0.09958,3,64,32.5,0.014925373,0.970149254,0,0.591147995,6,16.37399294
0x37cb2b4b2dee86e228853df02b61dbe33487e0ef,0,64,452204,51310.15385,0,0,0,8,13,1,1,7,1,0,2,0.537799,2.212519,2.212519,2.212519,15,6.991391094,2.212519,-4.778872094,8,5,0.071428571,0.8125,0.0625,0.713557772,0,1.875,1.702796579
0x37ce714cd173d79c209cabe9ab41830f5c31363e,1,0,0,0,61183,1524686063,762373623,830,1,2,0,1,2,3.799149,3.799149,3.799149,0.8,3,1.9,3,3.7991495,3.8,0.0008505,2,2,1,0.25,0.5,0,0.289473669,0.003614458,1.635446825
0x37cf173047f9f69cfd6a4f1dfbf012ac3c99452b,0,0,1712962,65079.57265,111,1635850369,82254683.1,284,234,20,0,88,9,0,6.517564,0.213373,0,4.526516,1.17839,254,49.9293131,23.5678003,-26.36151279,252,1,0.085106383,0.917647059,0.078431373,0.878179891,0.555680667,0.894366197,8.032136106
0x37cf1ee54a33cd1102bea21cd53fe80cfda0388a,1,0,0,0,367,1564071912,312821153.8,1,1,5,0,1,4,3.091859,3.091859,3.091859,0.49,0.977312,0.618544,6,3.09185869,3.09271969,0.000861,1,6,2.5,0.142857143,0.714285714,0,0.13658559,6,1.083628819
0x37d754d6d1668e32678fbeb2604da9cb4fbe993f,0,0,0,0,0,175044,8530.935651,324,0,3279,1,0,2091,0,0,0,0,0,0,3280,0,0,0,324,407,3279,0,0.99939043,0,0,10.12345679,0
0x37e30fee740928e8db15d3dafd544baab6b87051,1,0,0,0,0,1529969263,39239449.97,1043,1,39,0,1,32,58.099719,58.099719,58.099719,0.03073,18,1.489779,40,58.09971867,58.10139867,0.00168,4,24,19.5,0.024390244,0.951219512,0,0.550882985,0.038350911,20.13367321
0x37f27bc2bce3950164d3cd619504f84066a23500,0,0,0,0,0,483610,91736.525,43,0,40,1,0,3,0,0,0,0,0,0,41,0,0,0,32,5,40,0,0.952380952,0,0,0.953488372,0
0x37f4e3d166ebc68d22e2959a56c5855bbd29975a,1,0,0,0,0,0,0,1,1,0,0,1,0,0.999139,0.999139,0.999139,0,0,0,1,0.999139,0,-0.999139,1,1,0,0.5,0,0,0,1,0
